_id,Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Band,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,ABN,Sector,Non-State Sector,Longitude,Latitude
1111,1991,Pacific Paradise State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-06-12T00:00:00,www.pacificparadisess.eq.edu.au,(07) 5457 2333,N,(07) 5457 2300,,14-24 Menzies Drive,Pacific Paradise,4564,14-24 Menzies Drive,Pacific Paradise,,4564,North Coast,Fairfax,Maroochydore,Sunshine Coast (R),Marcoola - Mudjimba,316031426,Major Cities of Australia,2019 July,558,,35236772254,State,,153.079317,-26.614227
1112,1745,Pacific Pines State High School,State High School,Open,,,Year 7,Year 12,Principal,11,2020-08-28T00:00:00,www.pacificpinesshs.eq.edu.au,(07) 5502 5111,N,(07) 5502 5100,,Archipelago Street,Pacific Pines,4211,PO Box 380,Helensvale,,4212,South East,Fadden,Gaven,Gold Coast (C),Pacific Pines - Gaven,309061249,Major Cities of Australia,2019 July,1573,,42537907929,State,,153.320612,-27.943121
1113,1744,Pacific Pines State School,State School,Open,,,Prep Year,Year 6,Principal,10,2020-08-28T00:00:00,www.pacificpinesss.eq.edu.au,(07) 5502 5333,N,(07) 5502 5300,,Santa Isobel Boulevard,Pacific Pines,4211,PO Box 534,Helensvale,,4212,South East,Fadden,Gaven,Gold Coast (C),Pacific Pines - Gaven,309061249,Major Cities of Australia,2019 July,1005,,93630961952,State,,153.320279,-27.939962
1114,5300,Padua College (Kedron),Non-State School,Open,,,Year 5,Year 12,Rector,,,www.padua.qld.edu.au,(07) 3857 9999,,(07) 3857 9988,,80 Turner Road,Kedron,4031,PO Box 111,Kedron,,4031,Metropolitan,Lilley,Stafford,Brisbane (C),Kedron - Gordon Park,302021031,Major Cities of Australia,,,,,Non-State,Catholic,153.025124,-27.407491
1115,831,Pallara State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-12T00:00:00,www.pallarass.eq.edu.au,(07) 3727 4222,N,,,39 Ritchie Road,Pallara,4110,39 Ritchie Road,Pallara,,4110,Metropolitan,Oxley,Algester,Brisbane (C),Pallara - Willawong,303051074,Major Cities of Australia,2019 July,623,,95868124059,State,,152.993493,-27.629043
1116,240,Palm Beach State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-08-28T00:00:00,www.palmbeachss.eq.edu.au,(07) 5520 8333,N,(07) 5520 8300,,13-19 Nineteenth Avenue,Palm Beach,4221,13-19 Nineteenth Avenue,Palm Beach,,4221,South East,Mcpherson,Burleigh,Gold Coast (C),Palm Beach,309021234,Major Cities of Australia,2019 July,621,,16997166117,State,,153.46316,-28.110702
1117,2129,Palm Beach-Currumbin State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,11,2020-08-28T00:00:00,www.pbc-shs.eq.edu.au,(07) 5525 9333,N,(07) 5525 9300,,Thrower Drive,Palm Beach,4221,Locked Mail Bag,PO Currumbin,,4223,South East,Mcpherson,Burleigh,Gold Coast (C),Palm Beach,309021234,Major Cities of Australia,2019 July,2442,,45847214716,State,,153.474277,-28.131675
1118,592,Palmwoods State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-06-12T00:00:00,www.palmwoodsss.eq.edu.au,(07) 5453 2444,N,(07) 5453 2400,,111 Palmwoods-Montville Road,Palmwoods,4555,111 Palmwoods-Montville Road,Palmwoods,,4555,North Coast,Fisher,Nicklin,Sunshine Coast (R),Palmwoods,316061444,Major Cities of Australia,2019 July,462,,11631881198,State,,152.946776,-26.693342
1119,983,Park Avenue State School,State School,Open,,,Early Childhood,Year 6,Principal,6,2020-06-11T00:00:00,www.parkavenuess.eq.edu.au,(07) 4931 1111,N,(07) 4931 1100,,Main Street,Park Avenue,4701,PO Box 9531,Park Avenue,,4701,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Park Avenue,308031214,Inner Regional Australia,2019 July,208,,81583254885,State,,150.507166,-23.359323
1120,5700,Park Lake State School,State School,Open,,,Prep Year,Year 6,Principal,10,2020-08-28T00:00:00,www.parklakess.eq.edu.au,(07) 5519 5200,N,(07) 5519 5276,,1 Shoalhaven Avenue,Pacific Pines,4211,PO Box 3410,Helensvale Town Centre,,4212,South East,Wright,Theodore,Gold Coast (C),Pacific Pines - Gaven,309061249,Major Cities of Australia,2019 July,1081,,24606405542,State,,153.30285,-27.93682
1121,2187,Park Ridge State High School,State High School,Open,,,Year 7,Year 12,Principal,11,2020-08-10T00:00:00,www.parkridgeshs.eq.edu.au,(07) 3380 4111,N,(07) 3380 4100,,14-30 Lancewood Street,Park Ridge,4125,PO Box 893,Park Ridge,,4125,South East,Forde,Logan,Logan (C),Boronia Heights - Park Ridge,311031311,Major Cities of Australia,2019 July,1359,,81852928277,State,,153.0337,-27.70035
1122,515,Park Ridge State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-10T00:00:00,www.parkridgess.eq.edu.au,(07) 3380 4333,N,(07) 3380 4300,,3776 Mt Lindesay Highway,Park Ridge,4125,3776 Mt Lindesay Highway,Park Ridge,,4125,South East,Forde,Logan,Logan (C),Boronia Heights - Park Ridge,311031311,Major Cities of Australia,2019 July,610,,24159638707,State,,153.038861,-27.701652
1123,1467,Parke State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-05-22T00:00:00,www.parkess.eq.edu.au,(07) 4129 7208,N,(07) 4129 7235,,400 Teddington Road,Tinana South,4650,400 Teddington Road,Tinana South,,4650,North Coast,Wide Bay,Maryborough,Fraser Coast (R),Maryborough Region - South,319051525,Inner Regional Australia,2019 July,63,,15058941729,State,,152.668952,-25.588254
1124,922,Parkhurst State School,State School,Open,,,Prep Year,Year 6,Principal,8,2020-06-11T00:00:00,www.parkhurstss.eq.edu.au,(07) 4924 6555,N,,,11 Mason Avenue,Parkhurst,4702,11 Mason Avenue,Parkhurst,,4702,Central Queensland,Capricornia,Keppel,Rockhampton (R),Parkhurst - Kawana,308031215,Inner Regional Australia,2019 July,430,,43319923164,State,,150.513766,-23.295814
1125,2327,Parklands Christian College (Park Ridge),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.parklands.qld.edu.au,(07) 3380 4200,,(07) 3802 0711,,11 Hillcrest Road,Park Ridge,4125,11 Hillcrest Road,Park Ridge,,4125,South East,Forde,Logan,Logan (C),Boronia Heights - Park Ridge,311031311,Major Cities of Australia,,,,,Non-State,Independent,153.035613,-27.71577
1126,639,Parramatta State School,State School,Open,,,Early Childhood,Year 6,Principal,8,2020-07-17T00:00:00,www.parramattass.eq.edu.au,(07) 4042 8111,N,(07) 4042 8100,,122 Mulgrave Road,Parramatta Park,4870,122 Mulgrave Road,Parramatta Park,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Cairns City,306021145,Outer Regional Australia,2019 July,446,,67010315416,State,,145.763213,-16.925111
1127,1486,Patrick Estate State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-08-10T00:00:00,www.patrickestatess.eq.edu.au,(07) 5426 1229,N,(07) 5426 2113,,816 Mahon Road,Patrick Estate,4311,816 Mahon Road,Patrick Estate,Via Lowood,4311,Metropolitan,Blair,Nanango,Somerset (R),Lowood,310021281,Inner Regional Australia,2019 July,41,,56613322141,State,,152.567905,-27.410921
1128,1864,Patricks Road State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-10T00:00:00,www.patricksroadss.eq.edu.au,(07) 3872 1888,N,(07) 3872 1800,,Patricks Road,Ferny Hills,4055,Patricks Road,Ferny Hills,,4055,Metropolitan,Dickson,Ferny Grove,Moreton Bay (R),The Hills District,314011386,Major Cities of Australia,2019 July,795,,94081492171,State,,152.934851,-27.393243
1129,286,Payne Road State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-08-12T00:00:00,www.payneroadss.eq.edu.au,(07) 3511 3111,N,(07) 3511 3100,,171 Payne Road,The Gap,4061,PO Box 33,The Gap,,4061,Metropolitan,Ryan,Cooper,Brisbane (C),The Gap,304041103,Major Cities of Australia,2019 July,279,,50240054452,State,,152.951438,-27.449445
1130,5772,Peace Lutheran College (Kamerunga),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.plc.qld.edu.au,(07) 4039 9000,,(07) 4039 1623,,Cowley Street,Kamerunga,4870,PO Box 72F,Freshwater,,4870,Far North Queensland,Leichhardt,Barron River,Cairns (R),Redlynch,306011141,Outer Regional Australia,,,,,Non-State,Independent,145.689758,-16.878273
1131,5762,Peace Lutheran Primary School (Gatton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.peacelps.qld.edu.au,(07) 5462 0700,N,(07) 5462 0755,,36 East Street,Gatton,4343,36 East Street,Gatton,,4343,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Gatton,317011448,Inner Regional Australia,,,,,Non-State,Independent,152.274393,-27.557549
1132,672,Peachester State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-05-29T00:00:00,www.peachesterss.eq.edu.au,(07) 5439 5111,N,(07) 5494 9038,,966 Peachester Road,Peachester,4519,966 Peachester Road,Peachester,,4519,North Coast,Fisher,Glass House,Sunshine Coast (R),Beerwah,316061439,Inner Regional Australia,2019 July,108,,54373716005,State,,152.882544,-26.843734
1133,86,Peak Crossing State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-08-10T00:00:00,www.peakcrossingss.eq.edu.au,(07) 5464 8111,N,(07) 5464 8100,,Ipswich-Boonah Road,Peak Crossing,4306,Ipswich-Boonah Road,Peak Crossing,,4306,South East,Wright,Scenic Rim,Scenic Rim (R),Boonah,310021277,Inner Regional Australia,2019 July,209,,76913062789,State,,152.731243,-27.779813
1134,467,Pentland State School,State School,Open,,,Early Childhood,Year 6,Principal,5,2020-07-28T00:00:00,www.pentlandss.eq.edu.au,(07) 4788 1236,N,(07) 4788 1145,,Gilmore Street,Pentland,4816,Gilmore Street,Pentland,,4816,North Queensland,Kennedy,Traeger,Charters Towers (R),Dalrymple,318011463,Very Remote Australia,2019 July,20,,38862714300,State,,145.398201,-20.52313
1135,2415,Peregian Beach College (Peregian Beach),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.pbc.qld.edu.au,(07) 5448 1722,,(07) 5448 3606,,41 Old Emu Mountain Road,Peregian Beach,4573,PO Box 101,Peregian Beach,,4573,North Coast,Wide Bay,Ninderry,Sunshine Coast (R),Noosa Hinterland,316081549,Major Cities of Australia,,,,,Non-State,Independent,153.068088,-26.479319
1136,1712,Peregian Springs State School,State School,Open,,,Prep Year,Year 6,Principal,10,2020-06-12T00:00:00,www.peregianspringsss.eq.edu.au,(07) 5351 2222,N,(07) 5471 2699,,191 The Avenue,Peregian Springs,4573,191 The Avenue,Peregian Springs,,4573,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Peregian Springs,316051544,Major Cities of Australia,2019 July,1100,,31859271331,State,,153.07212,-26.500388
1137,183,Petrie State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-10T00:00:00,www.petriess.eq.edu.au,(07) 3285 0333,N,(07) 3285 0300,,42 Dayboro Road,Petrie,4502,42 Dayboro Road,Petrie,,4502,North Coast,Dickson,Kurwongbah,Moreton Bay (R),Petrie,314031393,Major Cities of Australia,2019 July,579,,62200120096,State,,152.972216,-27.267544
1138,80,Petrie Terrace State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-08-12T00:00:00,www.petrieterracess.eq.edu.au,(07) 3259 9333,N,,,40 Moreton Street,Paddington,4064,PO Box 444,Red Hill,,4059,Metropolitan,Brisbane,Cooper,Brisbane (C),Paddington - Milton,305041135,Major Cities of Australia,2019 July,251,,71437375946,State,,153.0096,-27.459915
1139,419,Pialba State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-05-22T00:00:00,www.pialbass.eq.edu.au,(07) 4197 7777,N,(07) 4197 7700,,Alice Street,Pialba,4655,PO Box 249,Hervey Bay,,4655,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),Pialba - Eli Waters,319041518,Inner Regional Australia,2019 July,380,,40699532524,State,,152.833396,-25.27938
1140,9315,Picnic Creek State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-28T00:00:00,www.picniccreekss.eq.edu.au,(07) 5671 9333,N,(07) 5671 9300,,25 Edwardson Drive,Coomera,4209,25 Edwardson Drive,Coomera,,4209,South East,Fadden,Coomera,Gold Coast (C),Coomera,309071251,Major Cities of Australia,2019 July,475,,78724628459,State,,153.338761,-27.839949
1141,422,Pilton State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-03-26T00:00:00,www.piltonss.eq.edu.au,(07) 4696 4521,N,(07) 4696 4586,,24 Pilton Valley Road,Pilton,4361,24 Pilton Valley Road,Clifton,,4361,Darling Downs South West,Maranoa,Condamine,Toowoomba (R),Clifton - Greenmount,307031184,Inner Regional Australia,2019 July,18,,79617941636,State,,152.049757,-27.867944
1142,2049,Pimlico State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,11,2020-07-06T00:00:00,www.pimlicoshs.eq.edu.au,(07) 4759 3444,N,(07) 4759 3400,,Fulham Road,Gulliver,4812,PO Box 310,Castletown,Hyde Park,4812,North Queensland,Herbert,Townsville,Townsville (C),Hyde Park - Pimlico,318021479,Outer Regional Australia,2019 July,1603,,37126593055,State,,146.782657,-19.288734
1143,9331,Pimpama State Primary College,State School,Open,,,Prep Year,Year 6,Principal,10,2020-08-28T00:00:00,www.pimpamaspc.eq.edu.au,(07) 5549 5333,N,,,Cunningham Drive North,Pimpama,4209,Cunningham Drive North,Pimpama,,4209,South East,Fadden,Coomera,Gold Coast (C),Pimpama,309071257,Major Cities of Australia,2019 July,908,,15795696065,State,,153.322222,-27.833333
1144,81,Pimpama State School,State School,Open,,,Prep Year,Year 6,Principal,9,2020-08-28T00:00:00,www.pimpamass.eq.edu.au,(07) 5549 4333,N,(07) 5549 4300,,9 Hotham Creek Road North,Pimpama,4209,9 Hotham Creek Road North,Pimpama,,4209,South East,Forde,Coomera,Gold Coast (C),Pimpama,309071257,Major Cities of Australia,2019 July,801,,45840710891,State,,153.27857,-27.8171
1145,8044,Pimpama State Secondary College,State High School,Open,,,Year 7,Year 12,Principal,11,2020-08-28T00:00:00,www.pimpamassc.eq.edu.au,(07) 5540 9333,N,(07) 5540 7270,,Dixon Drive,Pimpama,4209,PO Box 201,Upper Coomera,,4209,South East,Fadden,Coomera,Gold Coast (C),Pimpama,309071257,Major Cities of Australia,2019 July,1695,,97335159873,State,,153.318457,-27.834462
1146,1408,Pindi Pindi State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-06-18T00:00:00,www.pindipindiss.eq.edu.au,(07) 4958 7884,N,,,5923 Bruce Highway,Pindi Pindi,4798,MS 529,Calen,,4798,Central Queensland,Dawson,Whitsunday,Mackay (R),Seaforth - Calen,312021353,Outer Regional Australia,2019 July,17,,22864436476,State,,148.732275,-20.870327
1147,5793,Pine Community School (Arana Hills),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.pinecommunityschool.org,(07) 3851 1496,N,(07) 3851 3877,,123 Bunya Road,Arana Hills,4054,PO Box 65,Ferny Hills,,4055,Metropolitan,Dickson,Everton,Moreton Bay (R),The Hills District,314011386,Major Cities of Australia,,,,,Non-State,Independent,152.962946,-27.387462
1148,3011,Pine Rivers Special School,Special School,Open,,,Early Childhood,Year 12,Principal,11,2020-08-10T00:00:00,www.pineriversspecialschool.eq.edu.au,(07) 3285 0555,N,,,10 Lawnton Pocket Road,Lawnton,4501,PO Box 508,Lawnton,,4501,North Coast,Dickson,Pine Rivers,Moreton Bay (R),Lawnton,314031392,Major Cities of Australia,2019 July,321,,26258532432,State,,152.98394,-27.282947
1149,2102,Pine Rivers State High School,State High School,Open,,,Year 7,Year 12,Principal,11,2020-08-10T00:00:00,www.pineriversshs.eq.edu.au,(07) 3881 4700,N,(07) 3881 4777,,Gympie Road,Strathpine,4500,Gympie Road,Strathpine,,4500,North Coast,Dickson,Pine Rivers,Moreton Bay (R),Strathpine - Brendale,314031394,Major Cities of Australia,2019 July,1310,,68134109869,State,,152.989495,-27.296398
1150,1141,Pinnacle State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-06-18T00:00:00,www.pinnacless.eq.edu.au,(07) 4958 5223,N,,,Pinnacle Street,Pinnacle,4741,c/- Post Office,Gargett,,4741,Central Queensland,Capricornia,Mirani,Mackay (R),Pioneer Valley,312021351,Outer Regional Australia,2019 July,12,,99340123320,State,,148.712974,-21.14988
1151,2168,Pioneer State High School,State High School,Open,,,Year 7,Year 12,Principal,9,2020-06-18T00:00:00,www.pioneershs.eq.edu.au,(07) 4955 9222,N,(07) 4955 9200,,Bedford Road,Andergrove,4740,PO Box 8279,Mount Pleasant,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Andergrove - Beaconsfield,312021342,Inner Regional Australia,2019 July,579,,46760842179,State,,149.180635,-21.095848
1152,2119,Pittsworth State High School,State High School,Open,,,Year 7,Year 12,Principal,9,2020-03-26T00:00:00,www.pittsworthshs.eq.edu.au,(07) 4619 8111,N,(07) 4619 8100,,Factory Street,Pittsworth,4356,PO Box 18,Pittsworth,,4356,Darling Downs South West,Groom,Condamine,Toowoomba (R),Pittsworth,307021182,Inner Regional Australia,2019 July,452,,52805396030,State,,151.6455,-27.709083
1153,373,Pittsworth State School,State School,Open,,,Early Childhood,Year 6,Principal,7,2020-03-26T00:00:00,www.pittsworthss.eq.edu.au,(07) 4619 8333,N,(07) 4693 3052,,Hume Street,Pittsworth,4356,PO Box 212,Pittsworth,,4356,Darling Downs South West,Groom,Condamine,Toowoomba (R),Pittsworth,307021182,Inner Regional Australia,2019 July,306,,89014306801,State,,151.634048,-27.718317
1154,720,Pomona State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-09-11T00:00:00,www.pomonass.eq.edu.au,(07) 5480 8222,N,(07) 5480 8200,,74 Station Street,Pomona,4568,PO Box 34,Pomona,,4568,North Coast,Wide Bay,Noosa,Noosa (S),Noosa Hinterland,316081549,Inner Regional Australia,2019 July,324,,29553653585,State,,152.860674,-26.367953
1155,457,Pormpuraaw State School,State School,Open,,,Early Childhood,Year 6,Principal,7,2020-09-18T00:00:00,www.pormpuraawss.eq.edu.au,(07) 4060 4777,N,(07) 4060 4146,,Pormpuraaw Street,Pormpuraaw,4892,c/- Post Office,Pormpuraaw,,4892,Far North Queensland,Leichhardt,Cook,Pormpuraaw (S),Kowanyama - Pormpuraaw,315011398,Very Remote Australia,2019 July,93,,60503305096,State,,141.620978,-14.898737
1156,208,Port Curtis Road State School,State School,Open,,,Prep Year,Year 6,Principal,6,2020-06-11T00:00:00,www.portcurtisroadss.eq.edu.au,(07) 4922 3056,N,,,Port Curtis Road,Port Curtis,4700,Port Curtis Road,Rockhampton,,4700,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Rockhampton City,308031217,Inner Regional Australia,2019 July,57,,84601104755,State,,150.514026,-23.413482
1157,1979,Port Douglas State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-07-20T00:00:00,www.portdouglasss.eq.edu.au,(07) 4084 3222,N,,,Endeavour Street,Port Douglas,4877,Endeavour Street,Port Douglas,,4877,Far North Queensland,Leichhardt,Cook,Douglas (S),Port Douglas,306041165,Outer Regional Australia,2019 July,268,,11352259629,State,,145.461292,-16.524257
1158,1704,Pozieres State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-01-31T00:00:00,www.pozieresss.eq.edu.au,(07) 4685 3251,N,(07) 4685 3266,,Pozieres School Road,Pozieres,4352,Pozieres School Road,Pozieres,,4352,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Stanthorpe Region,307031188,Outer Regional Australia,2019 July,14,,80894503732,State,,151.884767,-28.524854
1159,488,Prairie State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-05-29T00:00:00,www.prairiess.eq.edu.au,(07) 4741 5145,N,(07) 4741 5133,,Savage Street,Prairie,4816,Savage Street,Prairie,,4816,North Queensland,Kennedy,Traeger,Flinders (S),Northern Highlands,315021407,Very Remote Australia,2019 July,5,,76362673762,State,,144.605313,-20.870788
1160,238,Prenzlau State School,State School,Open,,,Prep Year,Year 6,Principal,5,2020-08-10T00:00:00,www.prenzlauss.eq.edu.au,(07) 5425 7333,N,(07) 5425 7300,,357 Prenzlau Road,Prenzlau,4311,357 Prenzlau Road,Prenzlau,,4311,Metropolitan,Blair,Lockyer,Somerset (R),Lowood,310021281,Inner Regional Australia,2019 July,56,,80521236043,State,,152.523271,-27.534046
1161,5767,"Prince of Peace Lutheran College (Rogers Pde West, Everton Hills)",Non-State School,Open,,,Prep Year,Year 6,Head of College,,,www.princeofpeace.qld.edu.au,(07) 3872 5700,,(07) 3872 5783,,20 Rogers Parade West,Everton Park,4053,20 Rogers Parade West,Everton Hills,,4053,Metropolitan,Lilley,Everton,Brisbane (C),Everton Park,302011025,Major Cities of Australia,,,,,Non-State,Independent,152.977933,-27.392318
1162,2090,Proserpine State High School,State High School,Open,,,Year 7,Year 12,Principal,10,2020-06-19T00:00:00,www.proserpineshs.eq.edu.au,(07) 4945 0111,N,,,4 Ruge Street,Proserpine,4800,PO Box 220,Proserpine,,4800,North Queensland,Dawson,Whitsunday,Whitsunday (R),Proserpine,312031361,Outer Regional Australia,2019 July,1055,,91050168695,State,,148.58181,-20.405985
